CardName,TaxDate,NumAtCard,U_CUINNUMBER,Taxable Amount,VAT AMOUNT
GLOBAL SLACKER ENTERPRISES LTD,09/08/2023,12421,0190456760000002037,6310.31,1009.65
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,10/08/2023,SINV100485,0190434240000027242,2344.31,375.09
BROOKSIDE DAIRY,09/08/2023,2308101738,0040095410000316960,35593.5,5694.96
KHETIA DRAPERS LTD,08/08/2023,062-00020483,0110394370000012899                              *STROKESCRIBE.COM FREE*,12296.0,1967.36
AQUAPET AND STATIONERS LTD,21/07/2023,INV/01483,0170493470000030139,5213.81,834.21
CAROLINES CUPCAKES SR,12/08/2023,INV-00/3/002656,0040131510000001569,5425.88,868.14
BROADWAYS BAKERY LTD,08/08/2023,1661230509,0110397370000063850,56.0,8.96
BIGCOLD KENYA SIMPLIFINE FROZEN AND CHILLED,08/08/2023,SINV100211,0190434250000009945,14185.06,2269.61
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,08/08/2023,SINV100120,0190434240000027007,2350.56,376.09
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,06/08/2023,SINV099893,0190434240000026816,4534.69,725.55
NATURES HEALTH LTD,02/08/2023,5507,0040912930000001388,2211.19,353.79
CLOROX SUB SAHARA  AFRICA  LTD,01/08/2023,0000005520,0040072110000002589,17243.5,2758.96
RWENZORI KENYA LIMITED,04/08/2023,RKL INV2897/23,0090541720000003371,4501.0,720.16
BOUNTY LIMITED,08/08/2023,BIU004939,0090968700000002829,4331.06,692.97
BROADWAYS BAKERY LTD,10/08/2023,1879230135,0110397340000113791,84.06,13.45
TWIRL ENTERPRISES LTD,07/08/2023,3951,0190178920000001517,30465.5,4874.48
DEBENHAM AND FEAR LTD HQ,10/08/2023,546638,0040071920000031581,106382.5,17021.2
BROOKSIDE DAIRY,09/08/2023,2308100837,0040095430000157582,20544.81,3287.17
MILL BAKERS LIMITED,09/08/2023,CI61376,0040078680000070163,17529.31,2804.69
SUNPOWER PRODUCTS LTD,09/08/2023,1184069,0040091730000052023,36115.13,5778.42
EXCEL CHEMICALS LTD,07/08/2023,978886,0190980290000001506,4968.75,795.0
HASBAH KENYA LTD CADBURY,11/08/2023,NBIINV1075446,0090972930000021256,100481.44,16077.03
HASBAH KENYA LTD P AND G,11/08/2023,NBIINV1057414,0090972930000021218,83616.94,13378.71
COCA COLA NAIROBI BOTTLERS LIMITED,01/08/2023,1222260527,0110604280000061081,191241.75,30598.68
COCA COLA NAIROBI BOTTLERS LIMITED,01/08/2023,1222260209,0110604280000061080,4060.81,649.73
ROSAKIND EA LIMITED,11/08/2023,51648,0040762670000003233,5948.25,951.72
ARMAAN LIMITED SR,11/08/2023,INV189205,0110397080000019137,1890.0,302.4
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,09/08/2023,SIN100269,0190434240000027133,303.13,48.5
BRIGHT BONIKA FOOD LIMITED,11/08/2023,11449,0110687730000001305,3620.69,579.31
NEW KCC LTD,11/08/2023,95103082,0190428740000093628,1800.0,288.0
SHALINA HEALTHCARE K LTD,07/08/2023,0005615T1,0190437890000006134,43060.56,6889.69
BURHANI BAKERS,11/08/2023,8858,0190329250000004683,1379.94,220.79
C.DORMAN,09/08/2023,127977,0110168160000019999,19895.88,3183.34
NEW KCC LTD,11/08/2023,95103123,0190428740000093915,4121.25,659.4
BROOKSIDE DAIRY,11/08/2023,2308121306,0040095430000158949,8762.44,1401.99
BIO FOOD PRODUCTS LTD,12/08/2023,1059953,0190980270000014949,10725.31,1716.05
JUBILEE TISSUE INDUSTRIES LTD,09/08/2023,25035/2023,0040075050000010727,34398.94,5503.83
KINGS WEAR LIMITED,10/08/2023,01156633,0171363420000085688,16784.5,2685.52
NAIROBI JAVA HOUSE LTD,10/08/2023,JH01-02488968,0020109660000013778,44186.56,7069.85
KAPUTEI FARM P LIMITED,11/08/2023,23745,0090969860000003814,7840.0,1254.4
MIRAGE INDUSTRIES LTD,10/08/2023,14275,0190330930000000834,17677.56,2828.41
KENYA TEA PACKERS KETEPA,14/08/2023,000271375,0020001490000010345,31385.56,5021.69
UNGA LTD,11/08/2023,910097063,0040095900000011916,220344.81,35255.17
HASBAH KENYA LTD,11/08/2023,NBIINV1075416,0090972930000021220,84410.38,13505.66
ARMCO KENYA LIMITED SR HQ,08/08/2023,141490,0110162170000049914,49556.0,7928.96
NAIROBI JAVA HOUSE LTD,11/08/2023,JH01-02489041,0020109660000013859,3461.38,553.82
HASBAH KENYA LTD CADBURY,11/08/2023,NBIINV11075405,0090972930000021208,6537.63,1046.02
MAGNUM VENTURES LIMITED,10/08/2023,15901,0110369190000001148,9806.88,1569.1
LOREAL E A LIMITED HQ,12/08/2023,230113127,0020112070000013012,36049.94,5767.99
HASBAH KENYA LTD P AND G,11/08/2023,NBIINV1075436,0090972930000021244,119442.81,19110.85
HASBAH KENYA LTD CADBURY,14/08/2023,NBIINV1075356,0090972930000021158,36098.75,5775.8
RWENZORI KENYA LIMITED,04/08/2023,RKLINV2889/23,0090541720000003364,9361.13,1497.78
SUPERSLEEK LIMITED,14/08/2023,178001,0040075150000014167,39818.44,6370.95
UDV KENYA LIMITED,09/08/2023,9510338653,0110600260000032343,103717.31,16594.77
NOBLE OUTLOOK LIMITED,31/07/2023,JULY0019,0111778860000000819,217444.81,34791.17
RAZCO LTD,09/08/2023,2306008375,0190407180000030041,45429.69,7268.75
TWIRL ENTERPRISES LTD,09/08/2023,3960,0190178920000001527,98646.56,15783.45
ECSTACY LTD,09/08/2023,11747,0110166340000010723,6750.0,1080.0
LOREAL E A LIMITED HQ,07/08/2023,230112637,0020112070000012548,7220.0,1155.2
DPL FESTIVE  LIMITED,14/08/2023,5375720,0020108550000319687,2497.44,399.59
ALISON PRODUCTS LTD,10/08/2023,58323,0190978710000009170,24108.25,3857.32
MERIT AFRICA LTD,15/08/2023,127050,0110164060000010810,9120.0,1459.2
C.DORMAN,12/08/2023,128211,0110168160000020265,120421.75,19267.48
YILMAZ COMPANY LIMITED,10/08/2023,20232344,0040093420000004187,4476.69,716.27
HASBAH KENYA LTD CADBURY,11/08/2023,NBIINV1075373,0090972930000021175,24391.38,3902.62
RELIABLE FOOD AND LOGISTICS LIMITED,14/08/2023,INV54778,0040096760000008294,26289.81,4206.37
BROOKSIDE DAIRY,14/08/2023,2308151101,0040095430000160878,7948.38,1271.74
DOMAINE KENYA LTD,02/08/2023,206,0190443350000000206,45578.19,7292.51
GREENFOREST FOODS,07/08/2023,54034,0430199200000007084,60393.06,9662.89
SUNPOWER PRODUCTS LTD,08/08/2023,1183973,0040091730000051887,35849.63,5735.94
QUALITY MEAT PACKERS LTD,09/08/2023,719106,0110400110000070143,16400.25,2624.04
MIBISCO LTD,09/08/2023,356892,0170495940000044921,4924.19,787.87
MELVIN MARSH INTERNATIONAL LTD,10/08/2023,INV50963,0020108020000008531,33430.44,5348.87
KENYA NUT WINES,08/08/2023,1129772,0020110750000018354,3786.0,605.76
MIBISCO LTD,08/08/2023,356728,0170495940000044754,827.56,132.41
HAPPY COW,10/08/2023,HCL210535,0110167080000039270,40216.31,6434.61
RWENZORI KENYA LIMITED,04/08/2023,RKL INV2892/23,0090541720000003368,4384.88,701.58
TANIA EAST AFRICA LTD,07/08/2023,8854,0040563000000000722,7386.19,1181.79
NESTLE KENYA LTD,16/08/2023,1025467406,0020112880000005131,72545.13,11607.22
BROOKSIDE DAIRY,11/08/2023,2308120737,0040095420000343720,15581.44,2493.03
BUYLINE INDUSTRIES LTD,09/08/2023,182196,0040091630000006672,52580.5,8412.88
ONE STOP ENTERPRISE,09/08/2023,38831,0431566180000001504,2676.0,428.16
TROPICAL HEAT LTD,08/08/2023,535196,0020001120000032910,38327.13,6132.34
READY BELLY LIMITED,08/08/2023,2754,0090542200000001220,5131.0,820.96
HAPPY COW,08/08/2023,HCL210298,0110167080000039021,16817.38,2690.78
BROADWAYS BAKERY LTD,09/08/2023,1077230588,0110397370000064069,224.13,35.86
JEVANS ENTERPRISES,09/08/2023,23-200-000075,0040222900000000633,13615.88,2178.54
SAFA LIMITED SR,08/08/2023,1705,0190457980000000190,5490.0,878.4
ZENKO KENYA LIMITED,10/08/2023,IN424514,0190433770000069350,134824.88,21571.98
MIBISCO LTD,09/08/2023,356888,0170495940000044917,2124.19,339.87
KEVAN TRADERS LIMITED MISS MUFFINS,09/08/2023,17224,0110659940000002503,4435.0,709.6
SHALINA HEALTHCARE K LTD,09/08/2023,0005744T1,0190437890000006444,819.31,131.09
WESTLANDS TRADING LTD,04/08/2023,93334,0430205210000006854,11017.25,1762.76
GOLD CROWN BEVERAGES,07/08/2023,152220,0040092890000016396,223500.81,35760.13
VIVA GLOBAL LIMITED,11/08/2023,147575,0090542210000006981,29549.5,4727.92
SIDDHAM BEVERAGES LIMITED,09/08/2023,78087,0190406900000007148,4665.31,746.45
RAJ KAMAL ENTERPRISE LIMITED,10/08/2023,5087,HTTPS://ITAX.KRA.GO./KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0170955880000001661,8620.69,1379.31
ZENKO KENYA LIMITED,10/08/2023,IN424513,0190433770000069349,245578.63,39292.58
IFFCO KENYA LIMITED,11/08/2023,SI20230458,0010197130000001433,105360.06,16857.61
MIBISCO LTD,08/08/2023,356735,0170495940000044761,1387.94,222.07
MOHANS OYSTERBAY DRINKS  KENYA,08/08/2023,16082,0010193420000011939,42887.94,6862.07
RICKS LTD,09/08/2023,0289,0170942170000000289,13840.0,2214.4
MIBISCO LTD,09/08/2023,356866,0170495940000044895,2574.19,411.87
SUPERSLEEK LIMITED,12/08/2023,177982,0040075150000014148,45171.44,7227.43
NEW KCC LTD,14/08/2023,95105353,0190428740000094794,2058.31,329.33
NEW KCC LTD,13/08/2023,95104730,0190428740000094509,425.63,68.1
NOBLE OUTLOOK LIMITED,31/07/2023,JULY00354,0111778860000000833,139655.19,22344.83
KENAFRIC BAKERY LTD,11/08/2023,939797,0010195670000067515,1167.0,186.72
UDV KENYA LIMITED,09/08/2023,9510338526,0110600260000032217,142882.19,22861.15
CHER BEAUTY SHOP,01/08/2023,40256#,0432012890000000107,4344.81,695.17
ANEEK IMPORTERS AND TRADERS LTD,02/08/2023,1246,0040014740000000663,16385.88,2621.74
BUDGET MEALS COMPANY LTD,27/07/2023,0475,0040552120000000475,6285.63,1005.7
DEEDS PRODUCTION,11/08/2023,6625,0040816460000000850,1163.75,186.2
CHANDARIA  INDUSTRIES LIMITED TONI,10/08/2023,1533062,0110167020000167455,15617.44,2498.79
BIO FOOD PRODUCTS LTD,12/08/2023,1059865,0190980270000014861,699.31,111.89
FARMERS CHOICE LTD DELI,11/08/2023,SI+N000281813,0090541490000050787,7635.56,1221.69
RADBONE CLARK  K  LTD,10/08/2023,270237,0010195890000023935,27821.81,4451.49
SAVANNAH BRANDS COMPANY LIMITED,11/08/2023,49104,0020112050000014481,8880.0,1420.8
STATPACK INDUSTRIES LTD,09/08/2023,C123-1853,0090969110000020052,9657.0,1545.12
THE PAPER FACTORY LTD,09/08/2023,258,0190176530000000258,17050.0,2728.0
KRISH COMMODITIES LTD,10/08/2023,46232,0190433700000004845,8620.69,1379.31
FARMERS CHOICE LTD,10/08/2023,SI+N000282017,0090541490000050949,66845.94,10695.35
BRIGHT BONIKA FOOD LIMITED,14/08/2023,11474,0110687730000001323,2462.06,393.93
KENPOLY MANUFACTURERS,14/08/2023,468694,0010194200000028482,53584.0,8573.44
SPRING VALLEY COFFEE ROASTERS LTD,14/08/2023,INV-00012100,0190432390000097578,48698.19,7791.71
GO PRO FOODS LTD SR,12/08/2023,1159,0170934490000001219,4096.56,655.45
VIPINGO INDUSTRIES LTD,12/08/2023,DO/NRB1000000396,0110607980000009414,6165.5,986.48
WISH KENYA LIMITED SR,03/08/2023,CSL000375,0090972110000001060,22886.81,3661.89
CASKS & BARRELS LIMITED,11/08/2023,12558,0110400190000001518,11896.56,1903.45
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,12/08/2023,9730259364,0040094840000005454,23326.94,3732.31
BROOKSIDE DAIRY,11/08/2023,2308120468,0040095410000318148,98774.44,15803.91
BARAKA ISRAEL ENTERPRISES LTD WINE SR,27/07/2023,2219,0040416240000002219,13247.56,2119.61
RWENZORI KENYA LIMITED,04/08/2023,RKLINV2898/23,0090541720000003372,8490.5,1358.48
SUPA SNACKS LTD,07/08/2023,5162,0040792980000005162,82198.0,13151.68
CHILLI PILLI CO. LTD,09/08/2023,9539,0090774880000000654,3362.06,537.93
CHANDARIA  INDUSTRIES LIMITED TONI,09/08/2023,1531611,0110167020000166570,11987.06,1917.93
CHANDARIA  INDUSTRIES LIMITED TONI,09/08/2023,1531616,0110167020000166572,1396.56,223.45
CHANDARIA INDUSTRIES LTD HENKEL C BRANDS,09/08/2023,1531627,0110167020000166578,18026.75,2884.28
CHANDARIA INDUSTRIES LTD HENKEL C BRANDS,09/08/2023,1531625,0110167020000166576,62391.69,9982.67
KINGS WEAR LIMITED,10/08/2023,01156611,0171363420000085595,16784.5,2685.52
DHARAMSHI LAKHAMSHI AND CO LTD,11/08/2023,70505,0190173170000001979,5940.0,950.4
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,12/08/2023,9730259758,0040094810000156824,2333.25,373.32
KENAFRIC BAKERY LTD,14/08/2023,942152,0010192830000063231,457.5,73.2
KENAFRIC BAKERY LTD,13/08/2023,941409,0010195680000090362,213.0,34.08
BENCHMARK DISTRIBUTORS LTD,27/07/2023,166103,0190429970000002116,268812.94,43010.07
BUYLINE INDUSTRIES LTD,09/08/2023,182235,0040091630000006713,33978.06,5436.49
KAMILI PACKERS LIMITED NORMAL,09/08/2023,INV10919,0110162250000013785,8140.13,1302.42
FINSBURY TRADING LIMITED MSA,10/08/2023,NIN73047,0110399950000019582,49694.44,7951.11
KANYANGOLD ABERDARE PARMESSAN CHEESE,09/08/2023,213135,0110156540000000586,30827.56,4932.41
HASBAH KENYA LTD P AND G,12/08/2023,MSAINV4017365,0090972960000010391,217534.94,34805.59
HASBAH KENYA LTD CADBURY,11/08/2023,MSAINV4017360,0090972960000010387,127324.75,20371.96
EAST AFRICA UNILEVER  K  U L,14/08/2023,5230252443.,0110161060000006902,254812.13,40769.94
HASBAH KENYA LTD,11/08/2023,MSAIN4017356,0090972960000010383,190796.63,30527.46
ODEX CHEMICALS,11/08/2023,M-INV01139,0190407500000005041,16332.0,2613.12
STYLE INDUSTRIES LIMITED,12/08/2023,LIKINV001663,0190276450000013555,3310.31,529.65
BIO FOOD PRODUCTS LTD,14/08/2023,4009409,0190980270000015158,13555.88,2168.94
TWIRL ENTERPRISES LTD,08/08/2023,3955,0190178920000001522,170181.0,27228.96
RAZCO LTD,07/08/2023,2306008249,0190407180000029822,23899.13,3823.86
NATURES TASTES LIMITED,14/08/2023,806,2760869420000000795,9620.69,1539.31
GITHUNGURI DAIRY FARMERS,13/08/2023,P1859070/INV,0190431800000189701,831.75,133.08
GITHUNGURI DAIRY FARMERS,12/08/2023,P1858525/INV,0190431800000189374,817.25,130.76
BROADWAYS BAKERY LTD,09/08/2023,1661230512,0110397350000086712,56.0,8.96
ONE STOP ENTERPRISE,09/08/2023,38836,0431566180000001510,8028.0,1284.48
NEW KCC LTD,13/08/2023,95104662,0190428740000094441,4096.94,655.51
ARMCO KENYA LIMITED SR HQ,08/08/2023,141491,0110162170000049915,64637.0,10341.92
KINGS WEAR LIMITED,10/08/2023,01156616,0171363420000085605,15931.0,2548.96
UMOJA  SHOE COMPANY  LIMITED SR,09/08/2023,32434,0110159810000007955,18717.69,2994.83
LOREAL E A LIMITED HQ,12/08/2023,230113123,0020112070000013008,24806.88,3969.1
PERNOD RICARD KENYA,10/08/2023,SI029823,0110164380000003645,161719.88,25875.18
NAIROBI JAVA HOUSE LTD,10/08/2023,JH01-02488970,0020109660000013780,26774.13,4283.86
GLAXOSMITHKLINE LTD,04/08/2023,9008913869,0040559040000002605,2871.75,459.48
TRADE ROOTS LTD,09/08/2023,85725,0110399790000005717,71752.38,11480.38
ROK INDUSTRIES LIMITED,03/08/2023,0430146720000038056,0430146720000038056,3412.88,546.06
EAST AFRICA STAR BAKERY,11/08/2023,138472,0041427950000000761,14310.31,2289.65
RELIABLE FOOD AND LOGISTICS LIMITED,11/08/2023,INV54290,0040096760000007839,40646.38,6503.42
ASSOCIATED BEVERAGES LIMITED,04/08/2023,6089,0040091960000001853,2715.5,434.48
ZHENG HONG K LIMITED SR,08/08/2023,AW1088,0170519050000001749,4758.63,761.38
MUJI ENTERPRISES,09/08/2023,1751,0040758980000000700,8741.38,1398.62
SUNTORY B AND FOOD K LTD,08/08/2023,INVK-2435-2023,0190995200000002653,43230.31,6916.85
KENCHIC FROZEN,10/08/2023,KSIN4681680,0020594590000068624,17976.38,2876.22
MZURI SWEETS LIMITED,11/08/2023,1039656,0110396680000012122,16197.25,2591.56
RWENZORI KENYA LIMITED,04/08/2023,RKL INV2894/23,0090541720000003370,7610.88,1217.74
CANON CHEMICALS LTD,08/08/2023,INV23-002398,0190979100000006548,54164.94,8666.39
TOWFIQ  K  LIMITED HQ,11/08/2023,3133316,0020107030000317419,17022.75,2723.64
HASBAH KENYA LTD,11/08/2023,NBIINV1075438,0090972930000021247,133083.69,21293.39
PROMASIDOR KENYA LTD,11/08/2023,0068361,0040072330000015675,4036.5,645.84
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,09/08/2023,SINV100256,0190434240000027122,4025.06,644.01
BROADWAYS BAKERY LTD,09/08/2023,1985230429,0110614860000039997,336.19,53.79
RAZCO LTD,08/08/2023,230600835,REVERSED GRT NO:2028900000457,20407.19,3265.15
RAZCO LTD,09/08/2023,2306008357.,0190407180000030013,21200.13,3392.02
MUSTY DISTRIBUTION LIMITED,07/08/2023,4100438527,0041176560000002000,30098.94,4815.83
KINGS WEAR LIMITED,10/08/2023,01156625,0171363420000085644,19913.81,3186.21
DELISH AND NUTRI LTD,03/08/2023,3548,0090777980000000765,2880.0,460.8
FARMERS CHOICE LTD,11/08/2023,SI+N000282912,0090541490000051728,96161.94,15385.91
NEW KCC LTD,13/08/2023,95104665,0190428740000094444,425.63,68.1
NEW KCC LTD,14/08/2023,95105332,0190428740000094768,430.06,68.81
MUSTY DISTRIBUTION LIMITED,05/08/2023,4100438153,0041176560000001985,4103.13,656.5
SMOKES AND GIFTS,14/08/2023,8707,0430205640000000442,10500.0,1680.0
BIO FOOD PRODUCTS LTD,11/08/2023,1059712,0190980270000014632,10823.44,1731.75
HEALTH AND HAPPINESS CONSULT LTD,07/08/2023,1825,0170515700000000669,4350.0,696.0
ARMAAN LIMITED SR,07/08/2023,INV188956,0110397080000018857,6795.0,1087.2
KENAFRIC BAKERY LTD,13/08/2023,941450,0010195680000090413,898.0,143.68
BROOKSIDE DAIRY,10/08/2023,2308110870,0040095420000343173,22421.81,3587.49
MIBISCO LTD,08/08/2023,356729,0170495940000044755,1113.81,178.21
BIGCOLD KENYA SIMPLIFINE FROZEN AND CHILLED,10/08/2023,SINV100398,0190434250000010028,12261.31,1961.81
BUDGET MEALS COMPANY LTD,12/08/2023,0493,0040552120000000493,19092.0,3054.72
SURGIPHARM LIMITED,09/08/2023,20792125,0110604790000048256,1956.0,312.96
KENMEAT LIMITED,11/08/2023,INV16912,0090969560000008808,1694.81,271.17
KAPUTEI FARM P LIMITED,09/08/2023,23714,0090969860000003778,8386.94,1341.91
NAIROBI JAVA HOUSE LTD,10/08/2023,JH01-02488971,0020109660000013781,29490.5,4718.48
MILL BAKERS LIMITED,10/08/2023,CL61538,0040078680000070620,12583.63,2013.38
BUYLINE INDUSTRIES LTD,09/08/2023,182192,0040091630000006688,17164.13,2746.26
PONDERS LIMITED,09/08/2023,NBI-87017,0190429790000012091,13238.38,2118.14
WELS CO LTD,02/08/2023,INV000034,0110153800000000330,14891.81,2382.69
NABICO ENTERPRISES LTD SR HQ,11/08/2023,01261749,0010197310000022611,41985.0,6717.6
GITHUNGURI DAIRY FARMERS,14/08/2023,P1859698  /INV,0190431530000037574,896.88,143.5
HASBAH KENYA LTD,11/08/2023,NBIINV1075378,0090972930000021180,59068.5,9450.96
BIO FOOD PRODUCTS LTD,15/08/2023,1060265,0190979930000000130,21274.75,3403.96
HASBAH KENYA LTD P AND G,11/08/2023,NBIINV1075428,0090972930000021234,53019.0,8483.04
BAPLIX COMPANY LTD,29/07/2023,202307290001,0040336540000001200,14999.81,2399.97
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,15/08/2023,9730260305,0040094810000158605,2855.19,456.83
KENAFRIC BAKERY LTD,15/08/2023,943020,0010195680000090792,1584.0,253.44
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,15/08/2023,9730260294,0040094810000158594,475.88,76.14
NEW KCC LTD,15/08/2023,95106169,0190428740000095221,22538.5,3606.16
KENYA TEA PACKERS KETEPA,15/08/2023,000271389,0020001490000010359,64106.31,10257.01
SMOKES AND GIFTS,09/08/2023,8700,0430205640000000435,18700.0,2992.0
SUPER GIBS LTD,07/08/2023,36426,0040095970000001960,21569.0,3451.04
OCEAN DISTRIBUTORS LIMITED,09/08/2023,12797,0110652580000004201,390887.94,62542.07
NAIROBI JAVA HOUSE LTD,10/08/2023,JH01-02488972,0020109660000013782,8922.25,1427.56
ARMCO KENYA LIMITED SR HQ,08/08/2023,141492,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.ACTIONCODE=LOADPAGE&INVOICENO=0110162170000049916,52330.5,8372.88
MIRAGE INDUSTRIES LTD,10/08/2023,14274,0190330930000000836,12667.81,2026.85
NAIROBI JAVA HOUSE LTD,11/08/2023,JH01-02489038,0020109660000013856,3316.56,530.65
MAGNUM VENTURES LIMITED,10/08/2023,15897,0110369190000001144,34137.94,5462.07
UNGA LTD,12/08/2023,910097092,0040095900000011945,312155.19,49944.83
UNGA LTD,12/08/2023,910097093,0040095900000011946,312155.19,49944.83
PREMIER FOODS  LIMITED,09/08/2023,01SI055498,0040094650000016666,50437.13,8069.94
TWIRL ENTERPRISES LTD,09/08/2023,3958,0190178920000001529,96017.25,15362.76
RADBONE CLARK  K  LTD,10/08/2023,270242,0010195890000023940,11589.69,1854.35
MJENGO LIMITED,02/08/2023,1045678,0110145120000063908,4096.56,655.45
MIBISCO LTD,09/08/2023,356893,0170495940000044922,5544.88,887.18
TAIFA  IMPORTS LIMITED,09/08/2023,IN-234069,0020115070000007780,8086.81,1293.89
VALENCIA COSMETICS LIMITED,09/08/2023,24065,0090971210000005033,4593.56,734.97
HEALTH AND HAPPINESS CONSULT LTD,08/08/2023,1830,0170515700000000660,780.0,124.8
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,12/08/2023,9730259117,0040094810000156837,7225.75,1156.12
KENAFRIC BAKERY LTD,13/08/2023,941507,0010195680000090439,666.0,106.56
KENAFRIC BAKERY LTD,14/08/2023,942247,0010195680000090645,1839.0,294.24
HEALTH AND HAPPINESS CONSULT LTD,10/08/2023,1842,0170515700000000667,4350.0,696.0
BEAUTYLAND LTD,14/08/2023,93917,0190177610000002425,87776.13,14044.18
SIDDHAM BEVERAGES LIMITED,09/08/2023,78106,0190406900000007165,10547.56,1687.61
KENAFRIC BAKERY LTD,12/08/2023,940715,0010195670000067719,1098.0,175.68
TRADE ROOTS LTD,09/08/2023,85727,0110399790000005719,116443.25,18630.92
GLAXOSMITHKLINE LTD,04/08/2023,9008914087,0040559040000002606,16748.63,2679.78
BRIGHT BONIKA FOOD LIMITED,28/07/2023,11345,0110687730000001230,7655.69,1224.91
HASBAH KENYA LTD CADBURY,11/08/2023,NBIINV1075397,0090972930000021200,10057.94,1609.27
HASBAH KENYA LTD,11/08/2023,NBIINV1075395,0090972930000021198,44172.75,7067.64
HASBAH KENYA LTD P AND G,11/08/2023,NBIINV1075403,0090972930000021206,9746.75,1559.48
RAZCO LTD,05/08/2023,2306008069,0190407180000029490,6229.0,996.64
BROADWAYS BAKERY LTD,06/08/2023,1404230799,0110397370000063476,280.19,44.83
KEVAN TRADERS LIMITED MISS MUFFINS,14/08/2023,17282,0110659940000002555,950.0,152.0
FOODS BY LIKII LIMITED,14/08/2023,FBL1820,0170513060000000151,1110.0,177.6
SUPERSLEEK LIMITED,14/08/2023,178000,0040075150000014166,10487.0,1677.92
MAO FLOWERS LTD SR,12/08/2023,110,0091675870000000110,1896.56,303.45
RAZCO LTD,08/08/2023,2306008260,0190407180000029845,17615.81,2818.53
WINNIES PURE HEALTH,10/08/2023,137304,0190276130000009063,18072.75,2891.64
BROADWAYS BAKERY LTD,08/08/2023,1516230432,0110397340000113366,560.31,89.65
JULIANN ENTERPRISE,08/08/2023,0297,0171764400000000021,101379.31,16220.69
JULIANN ENTERPRISE,04/08/2023,0296,0171764400000000019,159482.75,25517.24
CHOICE MEATS BEEF PLANT,08/08/2023,B_SI000138505,0090972440000192291,1327.63,212.42
RICKS LTD,07/08/2023,0256,0170942170000000256,16731.0,2676.96
RICKS LTD,07/08/2023,0257,0170942170000000257,9672.0,1547.52
RICKS LTD,07/08/2023,0255,0170942170000000255,14398.0,2303.68
MIBISCO LTD,06/08/2023,356254,0170495940000044260,1875.88,300.14
MIBISCO LTD,05/08/2023,356138,0170495940000044132,591.38,94.62
MIBISCO LTD,09/08/2023,356896,0170495940000044925,2465.56,394.49
SUNPOWER PRODUCTS LTD,09/08/2023,1184028,0040091730000051949,21834.19,3493.47
KENYA TEA PACKERS KETEPA,11/08/2023,000271377,0020001490000010347,45675.56,7308.09
NEW KCC LTD,14/08/2023,95105346,0190428740000094782,935.63,149.7
MIBISCO LTD,04/08/2023,E27926,0170495930000008667,12051.81,1928.29
HASBAH KENYA LTD P AND G,10/08/2023,KSMONV3025832,0090972940000016871,14407.56,2305.21
MALINDI INDUSTRIES LIMITED,04/08/2023,9505,0040307830000001018,26767.25,4282.76
GLAXOSMITHKLINE LTD,04/08/2023,9008913843,0040559040000002604,10349.44,1655.91
MIBISCO LTD,08/08/2023,E28119,0170495930000008863,11460.44,1833.67
NEW KCC LTD,11/08/2023,95102783,0190428730000013986,4268.25,682.92
NEW KCC LTD,12/08/2023,95103843,0190428730000014066,2164.69,346.35
BROOKSIDE DAIRY,13/08/2023,2308141115,0040095430000160074,118593.25,18974.92
BROOKSIDE DAIRY,12/08/2023,2308131135,0040095420000344535,73639.5,11782.32
MYPASTA LIMITED,14/08/2023,2975,0190432670000000636,18103.44,2896.55
BIO FOOD PRODUCTS LTD,09/08/2023,4009312,0190980270000014155,64591.44,10334.63
MUSTY DISTRIBUTION LIMITED,04/08/2023,4100437694,0041176560000001923,16412.38,2625.98
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,12/08/2023,9730259709,0040094810000156771,7501.88,1200.3
KENAFRIC BAKERY LTD,14/08/2023,942263,0010195680000090640,2046.0,327.36
KAPI LTD,09/08/2023,INV/23/51127,0040095260000004987,12611.75,2017.88
BROOKSIDE DAIRY,09/08/2023,2308091705,0040095420000342816,23157.25,3705.16
BROOKSIDE DAIRY,09/08/2023,2308091707,0040095430000158119,28632.63,4581.22
FARMERS CHOICE LTD,10/08/2023,SI+N000280433,0090541490000049702,196817.81,31490.85
CHIRAG AFRICA LIMITED,07/08/2023,CA78529,0430400840000008231,22227.81,3556.45
RICKS LTD,08/08/2023,0284,0170942170000000284,14004.0,2240.64
HASBAH KENYA LTD CADBURY,11/08/2023,MSAINV4017382,0090972960000010408,60602.06,9696.33
HASBAH KENYA LTD P AND G,11/08/2023,MSAINV4017381,0090972960000010407,72719.06,11635.05
HASBAH KENYA LTD,11/08/2023,MSAINV4017380,0090972960000010406,21172.38,3387.58
